State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Rpt_Ind,Shig_Exp,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span
02,100,Haines,Alaska,AK,80,178,129,-2222,132,170,0,3,0,1,3,2,1,4,1,-2222,1,1,1,1,1,1,1994-2003
02,110,Juneau,Alaska,AK,47,1354,962,-2222,1677,2318,0,3,5,22,4,17,5,4,3,43364398,1,1,1,1,1,1,1999-2003
02,122,Kenai Peninsula,Alaska,AK,77,3781,2138,-2222,2789,3933,21,4,5,16,3,43,2,3,20,2056342,1,1,1,1,1,1,1999-2003
02,130,Ketchikan Gateway,Alaska,AK,37,884,535,-2222,710,972,1,4,1,18,4,20,0,3,4,6701,1,1,1,1,1,1,1994-2003
02,150,Kodiak Island,Alaska,AK,78,1142,505,-2222,662,953,1,4,4,39,4,15,2,3,6,4336,1,1,1,1,1,1,1994-2003
02,164,Lake and Peninsula,Alaska,AK,83,237,78,-2222,77,125,0,3,0,0,3,2,0,3,2,-2222,1,1,1,1,1,1,1994-2003
02,170,Matanuska-Susitna,Alaska,AK,77,5469,2514,-2222,3994,5911,3,3,6,30,3,53,2,3,25,-2222,1,1,1,1,1,1,1999-2003
02,180,Nome,Alaska,AK,83,1241,471,-2222,435,693,0,3,1,39,4,9,2,4,9,-2222,1,1,1,1,1,1,1994-2003
02,185,North Slope,Alaska,AK,80,796,350,-2222,313,501,0,3,1,3,3,7,3,4,2,-2222,1,1,1,1,1,1,1994-2003
02,188,Northwest Arctic,Alaska,AK,83,1028,368,-2222,334,562,0,3,1,4,3,7,99,4,7,498749400,1,1,1,1,1,1,1994-2003
02,201,Prince of Wales-Outer Ketchikan,Alaska,AK,80,575,334,-2222,306,426,0,3,1,1,3,6,0,3,2,-2222,1,1,1,1,1,1,1994-2003
02,220,Sitka,Alaska,AK,78,534,257,-2222,484,682,0,3,3,8,3,10,3,4,4,-2222,1,1,1,1,1,1,1994-2003
02,232,Skagway-Hoonah-Angoon,Alaska,AK,80,335,241,-2222,178,238,0,3,1,0,3,4,0,3,1,-2222,1,1,1,1,1,1,1994-2003
02,240,Southeast Fairbanks,Alaska,AK,80,503,336,-2222,340,523,0,3,1,1,3,6,1,3,2,1606,1,1,1,1,1,1,1994-2003
02,261,Valdez-Cordova,Alaska,AK,78,719,494,-2222,532,754,0,3,3,14,4,11,5,4,4,193,1,1,1,1,1,1,1994-2003
02,270,Wade Hampton,Alaska,AK,88,1066,525,-2222,302,559,0,3,1,2,3,10,2,3,5,-2222,1,1,1,1,1,1,1994-2003
02,280,Wrangell-Petersburg,Alaska,AK,78,569,293,-2222,338,470,0,3,2,5,3,7,0,3,3,-2222,1,1,1,1,1,1,1994-2003
02,282,Yakutat,Alaska,AK,78,79,34,-2222,41,54,0,3,0,0,3,1,0,3,0,-2222,1,1,1,1,1,1,1994-2003
02,290,Yukon-Koyukuk,Alaska,AK,83,913,365,-2222,311,478,0,3,1,11,4,7,5,4,7,-2222,1,1,1,1,1,1,1994-2003
04,001,Apache,Arizona,AZ,77,13318,2313,1323,3344,4052,1,3,7,126,4,58,95,4,27,3173232,1,1,1,1,1,1,1999-2003
04,003,Cochise,Arizona,AZ,7,16637,2737,3232,6938,7031,1,3,7,44,3,68,26,3,65,652746,1,1,1,1,1,1,2001-2003
04,005,Coconino,Arizona,AZ,77,11564,3544,2509,6647,7642,10,4,12,163,4,100,89,4,47,1660634,1,1,1,1,1,1,1999-2003
04,007,Gila,Arizona,AZ,36,7580,1276,1698,2899,2771,0,3,10,45,4,46,15,3,31,40671487,1,1,1,2,1,1,1999-2003
04,009,Graham,Arizona,AZ,51,4771,809,868,1752,1964,1,4,0,35,4,33,7,3,18,-2222,1,1,1,1,1,1,1999-2003
04,011,Greenlee,Arizona,AZ,78,811,199,204,398,415,0,3,3,6,3,9,1,3,3,5390247,1,1,1,1,1,1,1994-2003
04,012,La Paz,Arizona,AZ,88,4520,521,586,1202,1068,0,3,2,21,3,26,13,4,15,80829,1,1,1,1,1,1,1994-2003
04,013,Maricopa,Arizona,AZ,1,401456,74246,55889,195126,197150,72,3,99,1161,3,889,975,4,494,1872997,1,1,1,2,2,1,2001-2003
04,015,Mohave,Arizona,AZ,6,29449,3485,5833,10755,9923,3,4,5,41,3,80,14,3,50,162926,1,1,1,1,1,1,2001-2003
04,017,Navajo,Arizona,AZ,8,17550,3140,2949,5446,6271,0,3,0,74,3,100,72,4,50,3838655,1,1,1,1,1,1,1999-2003
04,019,Pima,Arizona,AZ,3,99444,19949,18572,51475,52043,18,3,26,489,4,368,384,4,368,4047227,1,1,1,1,1,1,2001-2003
04,021,Pinal,Arizona,AZ,7,40746,4531,6954,12759,12869,5,4,12,121,4,111,119,4,105,1603192,1,1,1,2,2,1,2001-2003
04,023,Santa Cruz,Arizona,AZ,51,9488,1432,1058,2121,2334,0,3,0,57,4,39,78,4,21,6096,1,1,1,1,2,1,1999-2003
04,025,Yavapai,Arizona,AZ,16,21679,3646,5592,11746,10856,5,3,5,68,4,81,10,3,16,2058850,1,1,1,1,1,1,2001-2003
04,027,Yuma,Arizona,AZ,7,37549,12082,6971,9471,9943,1,3,10,62,3,95,28,3,90,37012,1,1,1,1,1,1,2001-2003
05,001,Arkansas,Arkansas,AR,75,3754,765,494,1289,1095,0,3,2,55,4,35,9,3,12,623173,1,1,1,1,1,1,1994-2003
05,003,Ashley,Arkansas,AR,68,4234,784,727,1468,1278,0,3,0,44,4,41,6,3,15,1614518,1,1,1,1,1,1,1994-2003
05,005,Baxter,Arkansas,AR,50,6774,844,1854,2785,2153,2,4,2,25,3,31,6,4,10,8276,1,1,1,1,1,1,1999-2003
05,007,Benton,Arkansas,AR,13,23612,2760,4491,11631,10422,4,3,5,46,3,75,6,3,15,859820,1,1,1,1,1,1,2001-2003
05,009,Boone,Arkansas,AR,49,5761,798,1385,2334,1938,1,3,2,27,4,22,1,3,7,77520,1,1,1,1,1,1,1999-2003
05,011,Bradley,Arkansas,AR,70,2741,417,450,797,699,0,3,1,20,4,16,1,3,6,48561,1,1,1,1,1,1,1994-2003
05,013,Calhoun,Arkansas,AR,43,1217,177,245,365,306,1,4,1,5,3,8,0,3,3,391469,1,1,1,1,1,1,1994-2003
05,015,Carroll,Arkansas,AR,64,5234,574,1005,1750,1459,8,4,2,36,4,37,12,4,10,57595,1,1,1,1,1,1,1994-2003
05,017,Chicot,Arkansas,AR,67,3042,482,403,824,737,0,3,0,19,3,23,10,4,9,-2222,1,1,1,1,1,1,1994-2003
05,019,Clark,Arkansas,AR,71,3384,631,687,1490,1575,1,3,0,71,4,35,35,4,12,156327,1,1,1,1,1,1,1994-2003
05,021,Clay,Arkansas,AR,63,4573,570,620,1088,893,0,3,2,64,4,23,1,3,5,34520,1,1,1,1,1,1,1994-2003
05,023,Cleburne,Arkansas,AR,64,4623,515,781,1719,1387,0,3,2,72,4,35,4,3,9,7365,1,1,1,1,1,1,1994-2003
05,025,Cleveland,Arkansas,AR,41,1610,236,278,572,497,3,4,1,9,3,16,3,3,8,-2222,1,1,1,1,1,1,1994-2003
05,027,Columbia,Arkansas,AR,35,4087,670,764,1583,1501,1,3,1,29,4,20,2,3,15,795161,1,1,1,1,1,1,1999-2003
05,029,Conway,Arkansas,AR,43,3729,470,745,1328,1148,0,3,4,49,4,28,1,3,12,623756,1,1,1,1,1,1,1994-2003
05,031,Craighead,Arkansas,AR,22,12563,2021,2813,5507,5147,2,3,4,204,4,71,31,4,25,96088,1,1,1,1,1,1,1999-2003
05,033,Crawford,Arkansas,AR,33,10684,1095,1988,3596,3209,4,4,3,61,4,46,9,3,19,157171,1,1,1,1,1,1,1999-2003
05,035,Crittenden,Arkansas,AR,53,9689,1421,1609,3063,2882,0,3,0,61,4,56,22,4,20,400631,1,1,1,2,1,1,1999-2003
05,037,Cross,Arkansas,AR,68,3975,625,627,1205,1080,0,3,0,76,4,33,19,4,12,34182,1,1,1,1,1,1,1994-2003
05,039,Dallas,Arkansas,AR,74,1883,268,373,545,481,0,3,1,10,3,15,2,3,15,32847,1,1,1,1,1,1,1994-2003
05,041,Desha,Arkansas,AR,67,3236,519,448,884,781,0,3,0,20,3,25,9,4,9,2001846,1,1,1,1,1,1,1994-2003
05,043,Drew,Arkansas,AR,67,3160,698,611,1192,1157,0,3,0,24,3,30,5,3,11,-2222,1,1,1,1,1,1,1994-2003
05,045,Faulkner,Arkansas,AR,19,9862,2095,2010,6103,6187,3,3,9,282,4,66,41,4,18,337314,1,1,1,1,1,1,1999-2003
05,047,Franklin,Arkansas,AR,43,3543,352,646,1175,1025,4,4,3,35,4,24,8,4,10,411525,1,1,1,1,1,1,1994-2003
05,049,Fulton,Arkansas,AR,70,2394,249,457,801,641,0,3,1,14,4,15,5,4,6,-2222,1,1,1,1,1,1,1994-2003
05,051,Garland,Arkansas,AR,24,14398,2153,2327,6223,5049,1,3,4,153,4,62,86,4,31,3285394,1,1,1,1,1,1,1999-2003
05,053,Grant,Arkansas,AR,39,2709,393,539,1131,977,1,3,2,49,4,23,2,3,10,92362,1,1,1,1,1,1,1994-2003
05,055,Greene,Arkansas,AR,50,7353,1027,1411,2512,2175,0,3,2,76,4,30,4,4,9,164430,1,1,1,1,1,1,1999-2003
05,057,Hempstead,Arkansas,AR,76,4646,605,700,1461,1313,0,3,0,50,4,42,13,4,19,998593,1,1,1,1,1,1,1994-2003
05,059,Hot Spring,Arkansas,AR,49,5696,754,1131,2022,1727,1,3,2,58,4,20,7,4,6,191308,1,1,1,1,1,1,1999-2003
05,061,Howard,Arkansas,AR,43,2803,331,461,913,802,0,3,3,34,4,20,5,3,9,434845,1,1,1,1,1,1,1994-2003
05,063,Independence,Arkansas,AR,32,5702,1037,1191,2245,1954,1,3,2,95,4,24,2,3,7,2001055,1,1,1,1,1,1,1999-2003
05,065,Izard,Arkansas,AR,71,2582,311,483,906,733,1,4,0,18,4,20,1,3,7,0,1,1,1,1,1,1,1994-2003
05,067,Jackson,Arkansas,AR,72,3929,616,640,1154,1064,1,4,0,103,4,27,8,4,7,20601,1,1,1,1,1,1,1994-2003
05,069,Jefferson,Arkansas,AR,8,13214,2714,2476,5117,4676,0,3,0,118,4,84,30,4,42,7676226,1,1,1,1,1,1,1999-2003
05,071,Johnson,Arkansas,AR,64,5110,504,891,1521,1346,1,3,2,45,4,33,6,4,9,296085,1,1,1,1,1,1,1994-2003
05,073,Lafayette,Arkansas,AR,75,1903,231,322,520,443,1,4,1,9,3,15,2,3,5,-2222,1,1,1,1,1,1,1994-2003
05,075,Lawrence,Arkansas,AR,72,4230,537,751,1112,970,0,3,0,78,4,27,9,4,7,2346,1,1,1,1,1,1,1994-2003
05,077,Lee,Arkansas,AR,67,3278,359,316,743,690,0,3,0,37,4,20,57,4,7,-2222,1,1,1,1,1,1,1994-2003
05,079,Lincoln,Arkansas,AR,44,3369,387,479,957,872,3,4,1,50,4,17,6,4,7,-2222,1,1,1,1,1,1,1994-2003
05,081,Little River,Arkansas,AR,42,2391,299,468,855,726,0,3,1,10,3,22,13,4,11,3123758,1,1,1,1,1,1,1994-2003
05,083,Logan,Arkansas,AR,76,4675,470,772,1472,1265,5,4,0,49,4,40,11,3,18,6247975,1,1,1,1,1,1,1994-2003
05,085,Lonoke,Arkansas,AR,29,8730,1228,1583,3804,3492,0,3,5,147,4,38,19,4,14,673682,1,1,1,1,1,1,1999-2003
05,087,Madison,Arkansas,AR,43,3244,269,508,962,838,0,3,3,22,4,19,7,4,8,6480,1,1,1,1,1,1,1994-2003
05,089,Marion,Arkansas,AR,71,2940,319,781,1142,914,1,4,0,27,4,23,6,4,8,292706,1,1,1,1,1,1,1994-2003
05,091,Miller,Arkansas,AR,52,7343,879,1296,2732,2388,1,3,0,20,3,39,16,4,18,168463,1,1,1,1,1,1,1999-2003
05,093,Mississippi,Arkansas,AR,8,10477,1743,1831,2869,2632,0,3,0,66,4,51,91,4,25,7129067,1,1,1,1,1,1,1999-2003
05,095,Monroe,Arkansas,AR,75,2194,257,365,584,517,0,3,1,44,4,18,0,3,6,-2222,1,1,1,1,1,1,1994-2003
05,097,Montgomery,Arkansas,AR,70,1971,201,362,614,505,0,3,1,99,4,12,6,4,4,-2222,1,1,1,1,1,1,1994-2003
05,099,Nevada,Arkansas,AR,75,1958,251,387,613,536,1,4,1,20,4,17,1,3,6,143957,1,1,1,1,1,1,1994-2003
05,101,Newton,Arkansas,AR,74,1763,175,369,559,464,0,3,1,6,3,13,1,3,13,-2222,1,1,1,1,1,1,1994-2003
05,103,Ouachita,Arkansas,AR,36,4832,862,709,1739,1503,0,3,6,10,3,25,1,3,17,29981,1,1,1,1,1,1,1999-2003
05,105,Perry,Arkansas,AR,62,1869,242,376,678,582,0,3,1,35,4,13,8,4,5,-2222,1,1,1,1,1,1,1994-2003
05,107,Phillips,Arkansas,AR,51,5375,807,683,1401,1349,0,3,0,42,4,26,14,4,14,13092,1,1,1,1,1,1,1999-2003
05,109,Pike,Arkansas,AR,62,2346,239,293,714,608,0,3,1,65,4,14,3,4,6,790,1,1,1,1,1,1,1994-2003
05,111,Poinsett,Arkansas,AR,76,6397,731,953,1598,1388,1,3,0,67,4,46,26,4,20,5988,1,1,1,1,1,1,1994-2003
05,113,Polk,Arkansas,AR,71,3724,418,834,1293,1104,1,4,0,44,4,30,11,4,10,116162,1,1,1,1,1,1,1994-2003
05,115,Pope,Arkansas,AR,23,8098,1235,1749,3588,3425,1,3,3,78,4,47,5,3,22,125487,1,1,1,1,1,1,1999-2003
05,117,Prairie,Arkansas,AR,61,2043,250,282,603,493,0,3,1,32,4,10,0,3,4,780,1,1,1,1,1,1,1994-2003
05,119,Pulaski,Arkansas,AR,5,37662,8967,9942,23058,19911,5,3,11,428,4,185,239,4,142,308474,1,1,1,2,1,1,2001-2003
05,121,Randolph,Arkansas,AR,72,3868,582,659,1208,1049,4,4,0,37,4,27,10,4,7,40587,1,1,1,1,1,1,1994-2003
05,123,St. Francis,Arkansas,AR,52,6191,913,980,1712,1545,1,4,0,71,4,27,141,4,13,-2222,1,1,1,1,1,1,1999-2003
05,125,Saline,Arkansas,AR,45,10936,1884,2568,5906,5119,5,3,13,238,4,59,16,4,25,502454,1,1,1,1,1,1,1999-2003
05,127,Scott,Arkansas,AR,70,2582,203,352,705,603,0,3,1,22,4,14,3,4,5,122074,1,1,1,1,1,1,1994-2003
05,129,Searcy,Arkansas,AR,70,1819,163,363,537,440,0,3,1,15,4,10,0,3,4,4590,1,1,1,1,1,1,1994-2003
05,131,Sebastian,Arkansas,AR,6,18239,2451,3587,7421,6412,5,4,4,78,4,56,15,3,35,932891,1,1,1,1,1,1,2001-2003
05,133,Sevier,Arkansas,AR,76,3615,315,511,989,898,1,4,0,24,3,28,23,4,12,18033,1,1,1,1,1,1,1994-2003
05,135,Sharp,Arkansas,AR,72,3392,435,631,1165,933,1,4,0,27,4,25,7,4,7,-2222,1,1,1,1,1,1,1994-2003
05,137,Stone,Arkansas,AR,70,2672,276,520,784,639,0,3,1,18,4,15,0,3,6,20,1,1,1,1,1,1,1994-2003
05,139,Union,Arkansas,AR,36,7565,1337,1421,2817,2423,32,4,9,41,4,41,72,4,27,5390398,1,1,1,1,1,1,1999-2003
05,141,Van Buren,Arkansas,AR,71,3366,397,690,1112,899,1,4,0,41,4,24,1,3,8,179,1,1,1,1,1,1,1994-2003
05,143,Washington,Arkansas,AR,14,22441,3075,3552,11208,11062,5,3,5,83,4,65,39,4,20,523132,1,1,1,1,1,1,2001-2003
05,145,White,Arkansas,AR,22,12334,1898,2230,4559,4323,1,3,3,141,4,58,8,3,20,24632,1,1,1,1,1,1,1999-2003
05,147,Woodruff,Arkansas,AR,75,2162,309,287,518,438,1,4,1,17,4,15,2,3,5,129631,1,1,1,1,1,1,1994-2003
05,149,Yell,Arkansas,AR,62,5052,429,762,1347,1179,1,3,2,34,4,27,0,3,10,1303353,1,1,1,1,1,1,1994-2003
